AssmtCode,WaterTemp (C),Conductivity (uS/cm),TDS (g/l),Salinity,DO_Pct,DO (mg/l),pH,WaterColor,Turbidity,SecchiDepth (cm),NutrientSamples,TotalN (uMOLES/L),TotalP (uMOLES/L),WaterNotes,MeasDepth (m),DOC mg C/L,NH4+ (uEQ/L),DON (uM/L),PO4 3- (uEQ/L),IP (uM/L),DOP (uM/L),NO3-(uEQ/L),IN (uM/L)
PRPND001_20120715,30.89999962,307,0.226999998,0.170000002,108.9000015,10.22000027,10.05000019,,415,1.799999952,1,,,,,,,,,,,,
PRPND001_20140707,,,,,,,,Clear,,,,,,,,,,,,,,,
PRPND001_20150701,,,,,,,,Clear,,,,,,,,,,,,,,,
PRPND001_20160622,24.20000076,390,273,187,,,8.649999619,Brown,348,2,,377.197937,15.47045898,,,51.82899857,,,,,,,
PRPND001_20160803,31.60000038,832,587,406,,,9.449999809,Brown,175,,,,,,,,,,,,,,
PRPND001_20170614,24,340,238,162,,,8.050000191,"Brown, Light",37.70000076,9,,,,,2,,,,,,,,
PRPND001_20170713,18.10000038,474,336,216,,,8.680000305,Brown,1111,2,,,,,2,,,,,,,,
PRPND001_20180606,23.5,353,250,169,,,9.100000381,Brown,53.90000153,12,,,,,,,,,,,,,
PRPND001_20180710,19.10000038,582,413,280,,,7.599999905,"Brown, Light",192,,,,,,,,,,,,,,
PRPND001_20190604,20.60000038,303,216,144,,,7.710000038,Brown,41.59999847,8,,,,,,,,,,,,,
PRPND001_20190625,26.79999924,345,244,167,,,9.329999924,"Brown, light",98.30000305,7,,,,,,,,,,,,,
PRPND002_20090625,19.45000076,352,0.256000012,0.189999998,89.90000153,8.270000458,8.989999771,"brown, turbid",62.79999924,17.20000076,1,83.47949219,2.511784077,,,18.20899963,8.639567375,74.59999847,2.089999914,0.699999988,1.820000052,0.239999995,8.880000114
PRPND002_20100611,18.89999962,309,0.228,0.170000002,18.5,1.669999957,,Turbid,337,3,1,200.9499969,5.329999924,,,32.08000183,30.02000046,,,,,,
PRPND002_20100729,22.39999962,389,0.263999999,0.189999998,85.5,7.489999771,8.609999657,Brown,98,5,1,285.1799927,11.56000042,,,42.54000092,42.34999847,,,,,,
PRPND002_20110519,13.14000034,456,0.36500001,0.270000011,58.29999924,5.909999847,8.229999542,Brown,41.90000153,20.39999962,1,119.0046997,0.668992817,,,12.74742031,19.50196075,,,,,,
PRPND002_20110718,20.42000008,362,0.257999986,0.189999998,102.3000031,9.31000042,10.60999966,Humic,24.10000038,25,1,148.2053986,2.27127409,,,28.52786064,2.641592979,,,,,,
PRPND002_20120526,18.14999962,299,0.224000007,0.159999996,76.19999695,7.190000057,7.760000229,,36.59999847,18,1,80.5089035,1.54342401,water color missing,,18.23830032,4.682069778,,,,,,
PRPND002_20120715,,263,0.193000004,0.140000001,148.6000061,14.03999996,10.56999969,,331,6,1,,,water temp n/a,,,,,,,,,
PRPND002_20130529,17.34000015,127,,0.300000012,55.5,6.28000021,9.859999657,Humic,36.79999924,25,1,172.0727844,2.064218998,,,40.31780243,0.379999995,,,,,,
PRPND002_20130718,,,,,,,,,,,,,,POND IS DRY,,,,,,,,,
PRPND002_20140707,,,,,,,,,,,,,,,,,,,,,,,
PRPND002_20150701,24.20000076,430,304,20.70000076,,,7.71999979,"Brown, Light",946,2.400000095,,,,,,,,,,,,,
PRPND002_20150728,,,,,,,,Clear,,,,,,,,,,,,,,,
PRPND002_20160622,24.5,512,362,246,,,8.300000191,"Brown, Light",154,3,,224.7843475,1.783424854,,,59.12794876,,,,,,,
PRPND002_20170612,20.79999924,913,646,447,,,8.359999657,Brown,105.0999985,8,,,,,2,,,,,,,,
PRPND002_20170713,22.10000038,1359,964,645,,,9.569999695,Brown,723,1.5,,,,,2,,,,,,,,
PRPND002_20180606,21.89999962,492,349,237,,,8.739999771,"Yellow, Dark",166,5,,,,,,,,,,,,,
PRPND002_20180710,22.20000076,562,391,263,,,8.539999962,"Green, Dark",323,,,,,,,,,,,,,,
PRPND002_20190604,22.5,422,300,204,,,8.75,"Yellow, light",34.09999847,12,,,,,,,,,,,,,
PRPND002_20190625,28.89999962,373,267,182,,,9.56000042,"Yellow, light",86.40000153,9,,,,,,,,,,,,,
PRPND003_20090625,19.75,116,0.083999999,0.059999999,89.30000305,8.130000114,8.5,,220,7.800000191,1,43.21498108,1.239748955,,,6.887000084,4.212269783,36.72000122,1.519999981,0.50999999,0.730000019,2.289999962,6.5
PRPND003_20100611,18.42000008,66,0.044,0.029999999,81.80000305,7.650000095,,Turbid,468,4.599999905,1,64.05000305,1.00999999,,,7.829999924,5.320000172,,,,,,
PRPND003_20100729,22.93000031,102,0.068999998,0.050000001,88,7.550000191,8.159999847,Turbid,112,9.899999619,1,60.11000061,1.649999976,,,8.279999733,15.07999992,,,,,,
PRPND003_20110519,13.23999977,55,0.046,0.029999999,68.59999847,7.119999886,8.539999962,Turbid,304,4.300000191,1,59.24092102,1.41109705,,,6.417593002,13.54909039,,,,,,
PRPND003_20110718,19.82999992,82,0.059,0.039999999,86.40000153,7.860000134,9.220000267,Brown,217,6.5,1,37.45454025,4.273430824,,,7.135485172,0.629999995,,,,,,
PRPND003_20120526,18.87999916,96,0.071000002,0.050000001,113.8000031,10.52000046,7.420000076,Turbid,85.5,13.51000023,1,32.93930054,0.7035501,max depth >2m,,6.500299931,4.274199963,,,,,,
PRPND003_20120715,23.12000084,157,0.105999999,0.079999998,145.1000061,12.47999954,7.989999771,,20.79999924,19.5,1,,,,,,,,,,,,
PRPND003_20130529,18.84000015,130,0.097999997,0.07,81.19999695,7.78000021,8.069999695,Brown,165,6.5,1,55.50525665,1.452443123,,,6.297406673,10.96077538,,,,,,
PRPND003_20130717,,,,,,,8.100000381,,47.5,15,,,,YSI broken,,,,,,,,,
PRPND003_20140707,21.54999924,344,0.243000001,163,,,7.875,Brown,352,8,,151.0427551,1.333179235,,,31.47423744,3.128350258,,,,,,
PRPND003_20150701,24.79999924,101.3000031,69,5.019999981,,,6.25,Brown,131,12,,149.9481049,3.153302908,,,8.307320595,17.46161079,,,,,,
PRPND003_20150728,26.60000038,110.1999969,75.40000153,5.46999979,,,6.260000229,Brown,64.40000153,15,,,,,,,,,,,,,
PRPND003_20160518,21.10000038,58.29999924,41.5,32.59999847,,,8.220000267,"Brown, Light",60.5,15,,33.08376694,0.723487318,,,7.182376862,,,,,,,
PRPND003_20160629,25.89999962,90.30000305,64.30000305,47.70000076,,,8.390000343,"Brown, Light",67.40000153,,,,,,,,,,,,,,
PRPND003_20170612,21.29999924,59.40000153,42.20000076,32.79999924,,,8.119999886,"Brown, Light",76.09999847,15,,,,,2,,,,,,,,
PRPND003_20170713,24.5,73.19999695,52.09999847,38.59999847,,,8.56000042,Brown,47.29999924,12,,,,,2,,,,,,,,
PRPND003_20180613,30.20000076,120.6999969,84.40000153,61.40000153,,,8.630000114,Brown,67.19999695,11,,,,,,,,,,,,,
PRPND003_20180710,24.29999924,163,112,78.09999847,,,8.430000305,Brown,60.90000153,,,,,,,,,,,,,,
PRPND003_20190604,23,64,46,35,,,8,Yellow,134,14,,,,,,,,,,,,,
PRPND003_20190629,25.5,69.5,49.5,38.79999924,,,8,Yellow,85.59999847,14,,,,,,,,,,,,,
PRPND004_20090625,20.01000023,142,0.101999998,0.07,115.9000015,10.52000046,9.079999924,,28.39999962,49,1,71.65664673,1.782140017,,,14.23600006,3.503531933,68.15000153,1.080000043,0.360000014,1.419999957,0.090000004,3.5
PRPND004_20100611,17.70999908,95,0.071999997,0.050000001,69.5,6.610000134,,,271,4.900000095,1,109.6200027,1.690000057,,,12.02000046,25.21999931,,,,,,
PRPND004_20100729,20.85000038,145,0.101999998,0.07,78.80000305,6.929999828,7.889999866,Turbid,44.09999847,17,1,90.05000305,1.200000048,,,13.25,17.22999954,,,,,,
PRPND004_20110519,12.52000046,88,0.075000003,0.050000001,93.80000305,10.22999954,8.229999542,Brown,125,26.10000038,1,120.4527969,1.921617985,,,6.783582211,58.61481094,,,,,,
PRPND004_20110718,19.60000038,152,0.111000001,0.079999998,71.19999695,6.519999981,8.390000343,Brown,46.09999847,11.5,1,96.1205368,2.214329958,,,,12.37325954,,,,,,
PRPND004_20120526,14.47999954,127,0.103,0.07,52.40000153,5.400000095,6.980000019,,116,14.39999962,1,79.4937973,2.394551039,water color n/a,,8.793399811,41.50296021,,,,,,
PRPND004_20120715,18.92000008,197,0.144999996,0.109999999,121.3000031,11.27999973,7.730000019,,59.5,17.5,1,,,,,,,,,,,,
PRPND004_20130529,16.60000038,168,0.129999995,0.100000001,84.59999847,8.260000229,8.420000076,Brown,28.79999924,14.19999981,1,89.67566681,2.52094698,,,13.5373621,13.38193226,,,,,,
PRPND004_20130718,,,,,,,9.270000458,Brown,54.90000153,14.80000019,,,,,,,,,,,,,
PRPND004_20140707,20.5,307,0.214499995,144,,,9.260000229,"Green, Light",10.98999977,39,,279.2136841,10.49998569,,,43.31918716,51.60341644,,,,,,
PRPND004_20150701,26.89999962,232,164,11.19999981,,,7.46999979,Brown,,15,,85.26230621,3.088565111,,,19.73921013,2.450970888,,,,,,
PRPND004_20150728,30.29999924,282,197,13.39999962,,,9.06000042,Brown,33.29999924,26.10000038,,,,,,,,,,,,,
PRPND004_20160518,24.29999924,112.6999969,79.09999847,56.5,,,8.300000191,"Brown, Light",76.59999847,9,,99.26312256,1.318318963,,,10.63198662,,,,,,,
PRPND004_20160629,24.5,150.1999969,112,78.19999695,,,8.159999847,Brown,51,,,,,,,,,,,,,,
PRPND004_20170612,16,141.3999939,100,67.69999695,,,8.270000458,"Brown, Light",81.80000305,37,,,,,2,,,,,,,,
PRPND004_20170713,23.29999924,199,145,92.90000153,,,8.130000114,"Brown, Light",44.5,23,,,,,2,,,,,,,,
PRPND004_20180613,24.79999924,162.1999969,114,79.09999847,,,8.510000229,Brown,207,12,,,,,,,,,,,,,
PRPND004_20180710,25.5,209,146,100,,,7.760000229,Brown,157,,,,,,,,,,,,,,
PRPND004_20190604,24.5,128,90.40000153,64.40000153,,,8.199999809,Yellow,53.79999924,20,,,,,,,,,,,,,
PRPND004_20190629,23.29999924,151,108,75,,,7.869999886,"Brown, light",30.70000076,13,,,,,,,,,,,,,
PRPND005_20090625,22.64999962,214,0.145999998,0.109999999,23.29999924,8.880000114,9.31000042,"brown, turbid",30.89999962,30.20000076,1,140.6564941,3.72893405,,,24.63400078,11.98861027,127.8499985,4.03000021,1.350000024,2.380000114,0.810000002,12.80000019
PRPND005_20100611,19.46999931,167,0.120999999,0.090000004,54,4.960000038,,Turbid,44.40000153,13.39999962,1,284.0100098,4.789999962,,,19.09000015,122.8000031,,,,,,
PRPND005_20100729,19.37999916,206,0.149000004,0.119999997,39.90000153,3.690000057,8.199999809,Turbid,240,5.800000191,1,217.0500031,7.019999981,,,33.40999985,19.20999908,,,,,,
PRPND005_20110519,14.97000027,146,0.116999999,0.090000004,74,7.010000229,7.869999886,Brown,22.20000076,18.89999962,1,86.79551697,1.067345023,,,14.40225029,2.595210075,,,,,,
PRPND005_20110719,20.18000031,194,0.137999997,0.100000001,73.09999847,6.630000114,8.670000076,Humic,49.59999847,13.5,1,83.64182281,2.891278028,,,14.7825098,2.742497921,,,,,,
PRPND005_20120526,15.05000019,184,0.147,0.109999999,11.5,1.139999986,7.050000191,Turbid,218,4.099999905,1,263.2062988,6.911799908,,,22.53739929,153.9806061,,,,,,
PRPND005_20120715,21.12000084,268,0.187999994,0.140000001,107.6999969,9.56000042,7.550000191,Brown,76.09999847,16,1,,,,,,,,,,,,
PRPND005_20130529,18.64999962,273,0.196999997,0.140000001,79.59999847,7.460000038,8.25,Brown,86.80000305,8,1,127.2799988,1.58940804,,,28.17354774,0.379999995,,,,,,
PRPND005_20130718,,,,,,,7.559999943,,256,23,,,,YSI broken,,,,,,,,,
PRPND005_20150701,30.70000076,355,248,16.89999962,,,7.71999979,"Brown, Light",59.79999924,17,,417.1187134,14.45596981,,,45.51071167,119.6445007,,,,,,
PRPND005_20150728,34.29999924,345,242,16.29999924,,,10.02000046,Green,167,4,,,,,,,,,,,,,
PRPND005_20160518,30.89999962,184.6999969,134,9.159999847,,,8.229999542,Brown,34.09999847,10,,43.47497177,1.465686202,,,9.604237556,,,,,,,
PRPND005_20160711,28.10000038,214,154,108,,,8.640000343,Brown,40.90000153,26,,,,,,,,,,,,,
PRPND005_20170612,18.79999924,180.3000031,128,85.90000153,,,7.880000114,"Brown, Light",13.19999981,34,,,,,2,,,,,,,,
PRPND005_20170713,28.20000076,233,165,109,,,8.369999886,Brown,21.70000076,31,,,,,2,,,,,,,,
PRPND005_20180613,24.89999962,178.1000061,127,87.19999695,,,8.699999809,"Brown, Light",17.29999924,11,,,,,,,,,,,,,
PRPND005_20180710,26.5,223,158,107,,,7.679999828,Brown,54.40000153,,,,,,,,,,,,,,
PRPND005_20190604,28.10000038,188,134,94,,,8.029999733,Yellow,6.900000095,43,,,,,,,,,,,,,
PRPND005_20190629,22.70000076,193,135,93,,,7.909999847,"Brown, light",9.510000229,32,,,,,,,,,,,,,
PRPND007_20090625,30.75,171,0.100000001,0.07,283.1000061,21.39999962,9.630000114,"brown, turbid",152,5,1,292.7460938,7.764576912,,,65.11019897,7.46571207,284.2999878,5.460000038,1.820000052,5.949999809,0.980000019,8.449999809
PRPND007_20100611,20.45000076,99,0.071000002,0.050000001,75.80000305,6.820000172,,Green & Turbid,25.10000038,17.70000076,1,93.44999695,2.609999895,,,14.35000038,11.67000008,,,,,,
PRPND007_20100729,20.75,117,0.082999997,0.059999999,126.5,11.19999981,8.859999657,Turbid,80.69999695,6.800000191,1,231.3099976,8.590000153,,,96,18.85000038,,,,,,
PRPND007_20110522,18.23999977,122,0.090999998,0.07,114.6999969,10.5,8.68999958,Brown,55.20000076,33.79999924,1,61.18291855,3.254507065,,,8.733578682,0.469999999,,,,,,
PRPND007_20110720,24.48999977,160,0.104000002,0.07,104.0999985,8.649999619,10.02000046,Brown,23,17.75,1,98.00782013,2.264321089,,,16.18110085,3.171221972,,,,,,
PRPND007_20120524,21.20000076,123,0.086000003,0.059999999,116.3000031,10.32999992,6.820000172,Humic,20,46.20000076,1,84.01260376,2.096641064,,,15.70839977,2.989989042,,,,,,
PRPND007_20120721,25.65999985,148,0.094999999,0.07,154.5,12.52999973,6.400000095,,509,1.200000048,1,,,,,,,,,,,,
PRPND007_20130529,19.39999962,165,0.119999997,0.090000004,65.09999847,5.989999771,7.21999979,Green,163,16,1,142.6244659,3.983681917,,,27.22834396,2.321404934,,,,,,
PRPND007_20140519,,,,,,,,,,,,,,,,,,,,,,,
PRPND007_20150624,,,,,,,,Clear,,,,,,,,,,,,,,,
PRPND007_20160601,26.79999924,140.3000031,102,7.050000191,,,7.610000134,Brown,17.5,24,,72.26316833,2.142327785,,,12.19103718,,,,,,,
PRPND007_20160629,26.5,148.3000031,145,37.59999847,,,9.109999657,Brown,135,,,,,,,,,,,,,,
PRPND007_20170529,25.89999962,142.3000031,101,71.19999695,,,7.519999981,"Brown, Light",49.20000076,16,,,,,2,,,,,,,,
PRPND007_20170808,27.20000076,212,151,104,,,9.899999619,Brown,17,30,,,,,2,,,,,,,,
PRPND007_20180516,,233,165,101,,,8.300000191,"Brown, Light",38.40000153,18,,,,,,,,,,,,,
PRPND007_20180625,28.79999924,309,217,148,,,9.239999771,Brown,42.79999924,12,,,,,,,,,,,,,
PRPND007_20190617,17,193,232,92,,,8.399999619,"Yellow, light",12.60000038,34,,,,,,,,,,,,,
PRPND007_20190629,,180,131,90,,,8.93999958,"Yellow, light",12.30000019,14,,,,,,,,,,,,,
PRPND008_20090625,19.20999908,1407,1.02699995,0.800000012,28.20000076,2.5,7.690000057,"brown, turbid",7.349999905,88,1,69.8822937,2.721637011,,,13.69799995,2.425836086,67.19000244,2.859999895,0.949999988,1.769999981,0.270000011,2.690000057
PRPND008_20100611,18.39999962,434,0.323000014,0.239999995,77,7.25,,Clear,8.420000076,120,1,89.58000183,1.409999967,,,13.39000034,11.93000031,,,,,,
PRPND008_20100729,17.73999977,562,0.425000012,0.319999993,5.099999905,0.469999999,7.789999962,Clear,17.39999962,34.20000076,1,131.1699982,3.930000067,,,25.40999985,17.13999939,,,,,,
PRPND008_20110522,17.11000061,366,0.433999985,0.330000013,117.5,11.31000042,,Clear,7.119999886,78.19999695,1,36.87495041,0.882725775,,,4.898630142,4.607812881,,,,,,
PRPND008_20110720,20.26000023,721,0.515999973,0.389999986,37.79999924,3.380000114,9.279999733,Clear,9.619999886,120,1,80.93576813,1.274173021,water greatly receeded since last visit,,9.301503181,3.686867952,,,,,,
PRPND008_20120524,20.25,614,0.439999998,0.330000013,286,25.70000076,9.06000042,Green,14.30000019,16.5,1,57.25439835,1.48763895,,,11.94369984,1.114806056,,,,,,
PRPND008_20120721,17.78000069,830,0.625999987,0.469999999,21,2.099999905,7.730000019,,10.26000023,7.5,1,,,,,,,,,,,,
PRPND008_20130529,15.52000046,1671,1.325999975,1.049999952,37.79999924,3.710000038,7.769999981,,24.84000015,24.84000015,1,114.3408432,5.723900795,,,23.95908356,0.379999995,,,,,,
PRPND008_20130718,,,,,,,7.309999943,BLACK,287,1.200000048,,,,DEAD SHEEP BY POND; VERY LOW WATER,,,,,,,,,
PRPND008_20140519,,,,,,,,,,,,,,,,,,,,,,,
PRPND008_20150624,18.70000076,1432,10.10000038,70.69999695,,,8.659999847,Clear,1.879999995,60,,161.0621948,18.42118073,,,32.503479,3.344214916,,,,,,
PRPND008_20150728,,,,,,,,Clear,,,,,,,,,,,,,,,
PRPND008_20160601,23.20000076,437,310,21.10000038,,,9.829999924,Clear,1.830000043,56,,52.26279831,1.32348156,,,9.503442764,,,,,,,
PRPND008_20160629,22.5,480,340,230,,,10.19999981,"Brown, Light",18.60000038,,,,,,,,,,,,,,
PRPND008_20170529,22.79999924,835,591,406,,,8.840000153,Clear,2.380000114,60,,,,,2,,,,,,,,
PRPND008_20170808,24.60000038,1240,883,620,,,7.849999905,Brown,6.650000095,35,,,,,2,,,,,,,,
PRPND008_20180516,,915,646,416,,,8.409999847,Brown,29.89999962,13,,,,,,,,,,,,,
PRPND008_20180625,23.39999962,823,483,402,,,9.039999962,Brown,216,6,,,,,,,,,,,,,
PRPND008_20190617,,1437,998,651,,,8.649999619,Clear,1.360000014,60,,,,,,,,,,,,,
PRPND008_20190629,24.70000076,709,501,342,,,9.420000076,Clear,7.800000191,30,,,,,,,,,,,,,
PRPND009_20090515,18.20000076,67,0.050000001,0.029999999,125.4000015,11.06999969,8.899999619,"light brown, turbid",93.19999695,7.800000191,1,194.6856995,4.542520046,,,34.79579926,21.70389938,172.3999939,1.799999952,0.600000024,3.940000057,0.579999983,22.28000069
PRPND009_20090714,22.31999969,114,0.079000004,0.059999999,258.2000122,22.31999969,9.800000191,,57.79999924,1,1,217.1390991,6.705624104,,,49.47200012,12.80994034,204.0099945,12.5,4.170000076,2.539999962,0.319999993,13.13000011
PRPND009_20100609,19.06999969,73,0.050000001,0.039999999,82.5,7.650000095,,Turbid,40.40000153,18.09000015,1,168.6799927,2.650000095,,,31.32999992,10.31999969,,,,,,
PRPND009_20100719,,124,0.071999997,0.050000001,86,6.400000095,9.25,,48.59999847,,,178.8399963,6.03000021,,,36.02999878,13.27999973,,,,,,
PRPND009_20100728,20.28000069,98,0.07,0.050000001,83,7.420000076,7.860000134,Turbid & Humic,36.40000153,14,1,228.7299957,6.360000134,,,37.93999863,29.12999916,,,,,,
PRPND009_20110523,15.60000038,264,0.209000006,0.150000006,71.80000305,7.110000134,8.25,Clear,-5.239999771,120,1,81.35151672,1.225255013,,,11.9776001,0.469999999,,,,,,
PRPND009_20110719,19.78000069,120,0.086999997,0.600000024,90.19999695,8.25,8.199999809,,47.20000076,,1,133.0442047,2.872850895,,,24.67727089,5.328123093,,,,,,
PRPND009_20120526,16.18000031,79,0.061999999,0.039999999,107.1999969,10.55000019,7.849999905,Brown,11.19999981,74,1,87.020401,1.61205101,,,24.61689949,1.232239962,,,,,,
PRPND009_20120720,19.01000023,123,0.090000004,0.07,29,2.670000076,7.829999924,Brown,34,11.80000019,1,,,,,,,,,,,,
PRPND009_20130520,19.21999931,13.89999962,0.101000004,0.07,113.5,10.55000019,9.720000267,Brown,6.980000019,49.75,1,99.43630219,2.560134411,"FEW INVERTS, SHEEP, 1 MALF PSRE",,24.19362068,4.93363905,,,,,,
PRPND009_20130805,19.44000053,220,0.159999996,0.119999997,50.5,4.639999866,9.399999619,Green,18.39999962,76.5,1,,,,,,,,,,,,
PRPND009_20140527,18.75,373,0.262499988,177,,,7.485000134,Yelllow,101.6999969,50,,216.8777008,4.490149975,,,46.91358948,7.928883076,,,,,,
PRPND009_20140624,17.5,634,0.455000013,308,,,8.670000076,"Yellow, Light",81.40000153,24,,,,,,,,,,,,,
PRPND009_20150624,27.70000076,143,101,7.159999847,,,8.06000042,Yelllow,15.5,30,,,,,,,,,,,,,
PRPND009_20150722,25.20000076,172.8999939,122,8.340000153,,,9.170000076,"Brown, Light",18.89999962,35,,,,,,,,,,,,,
PRPND009_20150809,,,,,,,,,,,,,,,,,,,,,,,
PRPND009_20150827,,,,,,,,,,,,,,,,,,,,,,,
PRPND009_20160528,24.79999924,85.90000153,61.09999847,4.550000191,,,7.900000095,"Brown, Light",4.139999866,54,,93.18978882,3.210436821,,,17.67521286,,,,,,,
PRPND009_20160711,24,111.3000031,79.30000305,56.70000076,,,7.78000021,"Brown, Light",12.39999962,23,,,,,,,,,,,,,
PRPND009_20170327,13.39999962,64.5,45.40000153,31.89999962,,,8.350000381,Clear,,60,,,,,2,,,,,,,,
PRPND009_20170516,15.89999962,66.09999847,46.90000153,33.90000153,,,7.079999924,Clear,4.119999886,61,,,,,2,,,,,,,,
PRPND009_20170606,,76,54,334,,,7.840000153,Clear,1.899999976,60,,,,,2,,,,,,,,
PRPND009_20170612,,,,,,,,,,,,,,,,,,,,,,,
PRPND009_20170628,22.89999962,81.19999695,58.09999847,43.29999924,,,7.199999809,Brown,7.659999847,38,,,,,2,,,,,,,,
PRPND009_20170718,27.5,100,71,50.59999847,,,8.300000191,"Brown, Light",12.10000038,25,,,,,2,,,,,,,,
PRPND009_20170812,28.5,103,72.80000305,53,,,9.609999657,"Brown, Light",10.56999969,25,,,,,2,,,,,,,,
PRPND009_20180516,,73.59999847,52.5,32,,,7.510000229,Clear,3.950000048,85,,,,,,,,,,,,,
PRPND009_20180625,21.29999924,78.09999847,54.59999847,40.40000153,,,8.199999809,"Yellow, Light",6.28000021,30,,,,,,,,,,,,,
PRPND009_20190523,22,85,52.09999847,45.5,,,7.599999905,Clear,6.849999905,39,,,,,,,,,,,,,
PRPND009_20190709,21.5,938,66.59999847,48,,,7.809999943,"Brown, light",12.89999962,24,,,,,,,,,,,,,
PRPND010_20090515,20.38999939,72,0.050999999,0.039999999,53.29999924,5.070000172,6.630000114,brown,5.269999981,77.40000153,1,56.98096085,1.094465971,,,13.04043961,1.470883965,55.34000015,1.159999967,0.389999986,0.709999979,0.170000002,1.639999986
PRPND010_20090714,22.06999969,70,0.048,0.029999999,110,9.5,7.590000153,Brown,2.589999914,97.40000153,1,75.82292175,1.434013963,,,16.73863029,2.718931913,72.98000336,1.539999962,0.50999999,0.920000017,0.119999997,2.839999914
PRPND010_20100609,20,46,0.033,0.02,38.20000076,3.450000048,,Clear,1.100000024,120,1,59.13000107,0.790000021,,,12.05000019,7.230000019,,,,,,
PRPND010_20100719,25.11000061,61,0.039999999,0.029999999,123.6999969,10.27000046,7.949999809,,5.309999943,,,64.04000092,1.860000014,,,13.39999962,1.769999981,,,,,,
PRPND010_20100728,20.70000076,47,0.033,0.02,83.40000153,7.440000057,7.539999962,Humic,0.930000007,120,1,59.36000061,0.75999999,,,12.85000038,0.930000007,,,,,,
PRPND010_20110523,16.32999992,100,0.078000002,0.059999999,88.19999695,8.680000305,8.319999695,Turbid,1.700000048,22.20000076,1,36.80199814,0.330499202,,,9.18210125,1.33208096,,,,,,
PRPND010_20110719,19.03000069,284,0.209000006,0.150000006,93.19999695,8.710000038,9.800000191,Clear,2.650000095,120,1,37.88888168,0.934987903,,,7.782495975,1.28509903,,,,,,
PRPND010_20120526,15.27000046,166,0.130999997,0.100000001,42.70000076,4.21999979,6.809999943,Humic,35.29999924,26.20000076,1,57.36780167,1.45619905,,,15.39780045,0.5,,,,,,
PRPND010_20120720,21.90999985,0.256999999,0.166999996,0.119999997,102,8.789999962,8.25,Clear,1.960000038,35.5,1,,,,,,,,,,,,
PRPND010_20130529,17.15999985,116,0.088,0.059999999,59.90000153,6.710000038,7.570000172,Clear,2.829999924,120,1,58.37214661,0.652401626,,,12.61323071,0.379999995,,,,,,
PRPND010_20130805,17.27000046,149,0.114,0.079999998,23,2.200000048,7.420000076,Clear,12.60000038,50,1,,,,,,,,,,,,
PRPND010_20140519,22.25,256,0.180999994,122.5,,,10.13500023,Clear,11.39999962,74,,99.36374664,1.164481759,,,21.01449585,1.444927096,,,,,,
PRPND010_20140624,24.75,360,0.284999996,141,,,9.56000042,Brown,5.21999979,29,,,,,,,,,,,,,
PRPND010_20150513,17.20000076,123.5999985,87.69999695,6.099999905,,,7.710000038,"Brown, Light",10.38000011,,,,,,,,,,,,,,
PRPND010_20150722,24.60000038,156.1000061,107,7.199999809,,,7.449999809,Clear,6.820000172,28,,,,,,,,,,,,,
PRPND010_20160527,24.39999962,72.59999847,50.59999847,3.930000067,,,7.150000095,"Brown, Light",1.779999971,60,,36.58684921,1.116898775,,,8.191358566,,,,,,,
PRPND010_20160711,21,107.8000031,76.5,54.09999847,,,8.069999695,"Brown, Light",6.550000191,25,,,,,,,,,,,,,
PRPND010_20170327,15.89999962,64.5,45.09999847,33.40000153,,,8.369999886,"Brown, Light",,30,,,,,2,,,,,,,,
PRPND010_20170516,16.79999924,66.69999695,47.29999924,34.40000153,,,7.300000191,Clear,2.529999971,60,,,,,2,,,,,,,,
PRPND010_20170606,,80.90000153,57.70000076,35.40000153,,,7.800000191,Clear,1.090000033,60,,,,,2,,,,,,,,
PRPND010_20170628,23.29999924,81.5,58.09999847,43.20000076,,,6.739999771,"Brown, Light",3.140000105,60,,,,,2,,,,,,,,
PRPND010_20170718,26.20000076,102,73,52,,,7.5,"Brown, Light",11.80000019,45,,,,,2,,,,,,,,
PRPND010_20170812,27.70000076,100.3000031,71,52,,,8.779999733,Clear,3.440000057,60,,,,,2,,,,,,,,
PRPND010_20180516,,117,82.80000305,50.5,,,7.539999962,"Yellow, Light",4.590000153,35,,,,,,,,,,,,,
PRPND010_20180625,21.5,114,80.59999847,56.70000076,,,7.170000076,"Yellow, Light",199,85,,,,,,,,,,,,,
PRPND010_20190523,22.39999962,79.59999847,59.59999847,44.5,,,7.420000076,"Yellow, light",83,43,,,,,,,,,,,,,
PRPND010_20190709,21.89999962,81.80000305,58.20000076,23,,,7.519999981,Clear,5.639999866,51,,,,,,,,,,,,,
PRPND012_20090515,19.96999931,331,0.238000005,0.180000007,130.8000031,11.81999969,8.760000229,Clear,0.75,120,1,54.92076111,1.501258969,,,12.26799965,0.629999995,54.74000168,0.219999999,0.07,1.429999948,0.180000007,0.180000007
PRPND012_20100609,19,250,0.184,0.129999995,86.69999695,8.020000458,,Clear,0.930000007,,1,41.70999908,0.610000014,,,8.93999958,4.889999866,,,,,,
PRPND012_20100727,21.35000038,327,0.229000002,0.170000002,230.3999939,19.92000008,10.09000015,Green,9.609999657,77.30000305,1,84.5,3.029999971,,,16.12000084,4.409999847,,,,,,
PRPND012_20110518,14.81999969,339,0.273000002,0.200000003,116.0999985,11.71000004,9.300000191,Clear,19.5,1.200000048,1,58.94736099,0.43190679,Water level high,,8.540487289,7.442159176,,,,,,
