AssmtCode,PondArea (m),Perimeter (m),MaxDepth (m),TrophicState,ShoreVeg_Pct,Juncus_Pct,Typha_Pct,Bullrush_Pct,Other_Pct,LandUsage,OpenWater_Pct,CanopyCov_Pct,Tree Measure,Length,Width,WetlandNotes,Tree Method,M or F,Dry
PRPND012_20180613,3789,340,3,Mesotrophic,25,50,0,,50,,85,15,7,,,,,,NO
PRPND012_20180629,3505,280,2.799999952,Mesotrophic,20,0,90,,10,,80,0,12,,,,,,NO
PRPND012_20190611,3980,273,2.75,Mesotrophic,60,20,0,,80,,40,3,12,,,,,,FALS
PRPND012_20190629,3750,300,2.5,Mesotrophic,30,10,80,,10,,40,5,30,,,,,,FALS
PRPND014_20090515,3032.600098,260,2,mesotrophic,100,80,10,10,0,recr/graze,75,0,0,80,55,"permanent, artificial, obvious burm",Num of Trees within 50 ft,m,
PRPND014_20090714,2234.899902,214,1.5,mesotrophic,100,50,25,25,0,recr/graze,40,0,0,40,30,"permanent, artifical, burm",Num of Trees within 50 ft,m,
PRPND014_20100609,4115.899902,236,3,mesotrophic,100,95,5,0,0,recr/graze,88,0,0,50,25,,Num of Trees in 100 m radius,,
PRPND014_20100728,3123.300049,257,2,eutrophic,100,60,20,20,0,recr/graze,20,0,0,35,30,"of water, 20% juncus, 20% typha, 20% bullrush, 20% float veg, 20% open",Num of Trees within 50 ft,m,
PRPND014_20110518,5104.200195,270,2,mesotrophic,95,95,0,0,0,recr/graze,65,0,0,30,50,,Num of Trees within 50 ft,,
PRPND014_20110712,4286,254,2,mesotrophic,100,100,0,0,0,ag/graze,60,0,0,200,75,,Num of Trees within 50 ft,ft,
PRPND014_20120521,3508.199951,246,2,mesotrophic,100,5,95,0,0,recr/graze,75,0,0,60,60,suburb,Num of Trees within 50 ft,,
PRPND014_20120717,2049,184,3,eutrophic,100,100,0,0,0,recr/graze,85,0,0,30,30,,,,
PRPND014_20130520,2896.120117,207,,Mesotrophic,100,50,25,25,,recr/graze,70,,0,25,25,WATER LOW,Num of Trees within 50 ft,m,
PRPND014_20130729,955.2000122,115,0.75,mesotrophic,100,60,5,35,,recr/graze,70,0,0,20,20,,Num of Trees within 50 ft,m,
PRPND014_20140519,0,0,0,Oligotrophic,50,0,50,,50,Grazing;Recreat,0,,0,,,,,,Y
PRPND014_20150418,,,,,,,,,,,,,,,,,,,
PRPND014_20150419,,,,,,,,,,,,,,,,,,,N
PRPND014_20150502,,,,,,,,,,,,,,,,,,,
PRPND014_20150513,2665.300049,204,1.25,Mesotrophic,100,45,5,,50,Grazing;Recreat,95,0,0,,,,,,N
PRPND014_20150707,1713,171,0.75,Mesotrophic,90,80,20,,0,,70,0,0,,,,,,N
PRPND014_20160528,4089.199951,260,2.5,Mesotrophic,75,100,0,,0,Grazing;Recreat,100,0,0,,,,,,N
PRPND014_20160722,3144.300049,230,2,Mesotrophic,100,66,11,,23,Grazing;Recreat,100,0,0,,,,,,N
PRPND014_20170327,5393.299805,306,,Mesotrophic,100,100,0,,0,Grazing;Recreat,70,0,0,,,,,,N
PRPND014_20170514,5274,277,,Mesotrophic,100,100,0,,0,Grazing,50,0,0,,,,,,N
PRPND014_20170606,4848,292,2.5,Mesotrophic,100,80,20,,0,Grazing;Recreat,60,0,0,,,,,,N
PRPND014_20170607,380.6099854,80,1.5,Mesotrophic,100,60,0,,40,Grazing,95,0,6,,,,,,N
PRPND014_20170628,4137,259,1.799999952,Mesotrophic,100,70,0,,30,Grazing;Recreat,80,0,0,,,,,,N
PRPND014_20170718,3944,252,1.799999952,Mesotrophic,100,100,0,,0,Grazing,90,0,0,,,,,,N
PRPND014_20170812,3445,234,1.600000024,Mesotrophic,100,60,40,,0,Recreation,75,0,0,,,,,,N
PRPND014_20180605,2893,281,1.5,Mesotrophic,100,40,30,,30,,60,0,0,,,,,,NO
PRPND014_20180627,2605,209,1.100000024,Mesotrophic,100,25,75,,0,,90,0,0,,,,,,NO
PRPND014_20190523,4394,272,2,Mesotrophic,90,90,0,,10,,90,0,0,,,,,,FALS
PRPND014_20190709,3756,244,1.299999952,Mesotrophic,100,100,0,,0,,60,0,0,,,,,,FALS
PRPND015_20090515,275.8999939,95,1,mesotrophic,100,100,0,0,0,recr/graze,80,0,0,25,10,"temporary, artificial, obvious burm",Num of Trees within 50 ft,m,
PRPND015_20090626,144.8999939,54,0.150000006,mesotrophic,100,100,0,0,0,graze,10,0,,,,temporary,Num of Trees within 50 ft,,
PRPND015_20100609,459.1000061,91,1.5,eutrophic,100,100,0,0,0,recr/graze,50,0,0,30,12,"really vegatated, hard to get the seine on the bottom of the pond",Num of Trees within 50 ft,,
PRPND015_20100727,125,47,0.100000001,mesotrophic,100,100,0,0,0,recr/graze,0,0,1,15,8,"very shallow, almost dry - too shallow to dipnet or seine",Num of Trees within 50 ft,m,Y
PRPND015_20110518,432.6000061,83,1.5,mesotrophic,100,100,0,0,0,recr/graze,50,0,2,25,10,higher water level than normal,Num of Trees within 50 ft,m,
PRPND015_20110712,152.6000061,59,0.5,eutrophic,100,100,0,0,0,recr/graze,5,0,1,,,,Num of Trees within 50 ft,,
PRPND015_20120521,324.9899902,77,1.5,mesotrophic,100,100,0,0,0,recr/graze,25,0,2,10,10,,Num of Trees within 50 ft,m,
PRPND015_20120717,46.34400177,31,0.100000001,eutrophic,100,0,100,0,0,recr/graze,40,0,0,2,2,"very dry, adjacent to road",,,N
PRPND015_20130520,449.9899902,83,,mesotrophic,60,5,,,95,recr/graze,,,,30,30,MALFORMED PSRE TADS FOUND IN DIPNETS,,ft,
PRPND015_20130625,19.79999924,,2,,100,100,0,0,0,rec/graze,,0,,,10,ARTIFICAL,,m,
PRPND015_20140513,245.1000061,64,0.800000012,Mesotrophic,0,,,,,Grazing;Recreat,5,0,0,,,,,,
PRPND015_20140610,0,0,0,Mesotrophic,100,100,0,,0,Grazing;Recreat,0,0,0,,,,,,Y
PRPND015_20150418,,,,,,,,,,,,,,,,,,,
PRPND015_20150419,,,,,,,,,,,,,,,,,,,N
PRPND015_20150513,263.8999939,70,0.75,Mesotrophic,100,100,0,,0,Recreation,10,0,1,,,,,,N
PRPND015_20150707,0,0,0,Eutrophic,0,,,,,Grazing;Recreat,0,0,1,,,,,,Y
PRPND015_20160601,259.5,84,0.5,Mesotrophic,100,100,0,,0,Recreation,100,0,0,,,,,,N
PRPND015_20160722,0,0,0,Mesotrophic,0,,,,,Grazing;Recreat,0,0,0,,,,,,Y
PRPND015_20170328,437.1600037,98,1.5,Mesotrophic,100,100,0,,0,Grazing;Recreat,96,0,0,,,,,,N
PRPND015_20170514,387,99,,Mesotrophic,100,100,0,,0,Grazing;Recreat,100,0,0,,,,,,N
PRPND015_20170606,181,69,0.5,Mesotrophic,100,100,0,,0,Grazing;Recreat,,0,0,,,,,,N
PRPND015_20170628,0,0,0,Mesotrophic,100,100,0,,0,Grazing;Recreat,0,0,1,,,pond is dry-,,,Y
PRPND015_20180605,224,75,0.800000012,Mesotrophic,100,100,0,,0,,10,0,1,,,,,,NO
PRPND015_20180625,32,39,0.150000006,Mesotrophic,100,100,0,,0,,10,0,0,,,,,,NO
PRPND015_20190523,383,93,1.5,Mesotrophic,100,10,0,,90,,100,0,0,,,,,,FALS
PRPND015_20190709,0,0,0,,,,,,,,,,0,,,,,,TRUE
PRTY01_20100528,917.8599854,,1,mesotrophic,85,0,0,0,100,graze,100,0,1,25,20,,Num of Trees within 50 ft,m,
PRTY01_20100730,273.7999878,74,1,mesotrophic,0,0,0,0,0,graze,100,0,1,20,15,,Num of Trees within 50 ft,m,
PRTY01_20110601,909.5999756,111,2,mesotrophic,75,0,0,0,0,graze,100,0,1,40,50,,Num of Trees within 50 ft,ft,
PRTY01_20110721,564.7000122,86,1,mesotrophic,0,0,0,0,0,recr/graze,100,0,0,75,60,,Num of Trees within 50 ft,ft,
PRTY01_20120525,691.3400269,97,1,mesotrophic,75,50,0,0,50,graze,100,0,1,30,30,other veg=grass,Num of Trees within 50 ft,m,
PRTY01_20120722,362.1700134,70,0.5,eutrophic,0,0,0,0,0,graze,100,0,1,25,25,,,,
PRTY01_20130617,199.5,57,0.5,eutrophic,0,0,0,0,0,graze,50,0,1,9,9,,Num of Trees within 50 ft,m,
PRTY01_20130805,,,,,,,,,,rec/graze,,,,,,pond dry,,,Y
PRTY01_20140616,0,0,0,Mesotrophic,0,,,,,Grazing,0,0,1,,,,,,Y
PRTY01_20170529,826.5999756,114,1.25,Mesotrophic,95,20,0,,80,Grazing,90,0,2,,,,,,N
PRTY01_20170808,141,77,0.5,Mesotrophic,0,,,,,Grazing,100,0,0,,,,,,N
PRTY02_20100528,3372.939941,,2,eutrophic,5,93,0,0,7,graze,98,0,7,40,30,,Num of Trees within 50 ft,m,
PRTY02_20100730,2168.600098,198,3,eutrophic,0,0,0,0,0,graze,90,0,5,35,25,,Num of Trees within 50 ft,m,
PRTY02_20110601,3077.699951,229,1,mesotrophic,75,0,100,0,0,graze,95,0,0,100,50,,Num of Trees within 50 ft,ft,
PRTY02_20110721,2588.800049,197,2,eutrophic,20,20,0,0,0,recr/graze,60,0,2,125,75,,Num of Trees within 50 ft,ft,
PRTY02_20120525,2635.699951,212,2,eutrophic,30,100,0,0,0,recr/graze,100,0,2,50,50,depth >2m,Num of Trees within 50 ft,m,
PRTY02_20120722,2340.800049,189,2,eutrophic,0,0,0,0,0,graze,100,0,0,45,45,,,,
PRTY02_20130617,2438.899902,199,4,eutrophic,10,100,,,,graze,100,0,2,20,9,,Num of Trees within 50 ft,,
PRTY02_20130805,1964,179,,eutrophic,0,,,,,graze,90,0,2,40,15,,Num of Trees within 50 ft,,
PRTY02_20140616,,144,2,Mesotrophic,0,,,,,Grazing,98,0,1,,,,,,N
PRTY02_20140729,1014.900024,127,2,Mesotrophic,0,,,,,Grazing,100,0,0,,,,,,N
PRTY02_20170529,2179.199951,247,4,Mesotrophic,20,100,0,,0,Grazing,90,0,1,,,,,,N
PRTY02_20170808,2328,208,3.75,Mesotrophic,10,100,0,,0,Grazing;Recreat,98,0,1,,,,,,N
PRTY03_20100528,1118.48999,,1.5,eutrophic,88,80,0,0,20,graze,80,0,8,25,15,,Num of Trees within 50 ft,m,
PRTY03_20100730,697.2999878,103,1,eutrophic,20,100,0,0,0,graze,30,0,7,40,15,floating veg and algae covers 70% of water surface,Num of Trees within 50 ft,m,
PRTY03_20110601,934.5,134,2,eutrophic,95,20,0,0,0,,80,0,6,90,40,,Num of Trees within 50 ft,ft,
PRTY03_20110721,912.9000244,117,2,mesotrophic,90,90,0,0,0,recr/graze,10,0,10,75,30,,Num of Trees within 50 ft,ft,
PRTY03_20120525,745.0900269,107,1,mesotrophic,93,100,0,0,0,graze,0,0,5,15,15,depth <1m,Num of Trees within 50 ft,m,N
PRTY03_20120722,257.7200012,62,0.5,mesotrophic,0,0,0,0,0,graze,100,0,0,20,20,,,,
PRTY03_20140616,0,0,0,Mesotrophic,0,,,,,Grazing,0,,0,,,,,,Y
PRTY03_20170529,925.2800293,154,1.75,Eutrophic,100,100,0,,0,Grazing,5,0,1,,,,,,N
PRTY03_20170808,549,109,0.5,Eutrophic,100,100,0,,0,Grazing,10,0,1,,,,,,N
PSMUD_20090622,209.8999939,54,2,mesotrophic,65,95,5,0,0,graze,75,0,0,20,10,"permanent, gets deep, org. artificial, burm",Num of Trees within 50 ft,m,
PUMPPD_20150219,,,,,,,,,,,,,,,,,,,N
PUMPPD_20150224,,,,,,,,,,,,,,,,,,,N
RBALP_20090605,3202.800049,251,3,eutrophic,90,0,60,30,0,suburb,80,30,10,100,40,,Num of Trees within 50 ft,m,
ReefPR_20090617,1604.199951,166,3,mesotrophic,70,100,0,0,0,graze,80,5,15,50,30,"peranent, artificial",Num of Trees within 50 ft,m,
ReefPR_20090727,1111,142,1,mesotrophic,0,0,0,0,0,recr/graze,75,,11,50,20,"permanent, artificial, burm",Num of Trees within 50 ft,m,
RFGTCRN_20100525,1364.900024,134,,eutrophic,0,0,0,0,0,recr/graze,80,0,3,40,30,,Num of Trees within 50 ft,m,
RioSWA1_20100812,3876.5,547.1769409,1.5,mesotrophic,90,5,40,,55,refuge,60,10,50,190,20,,Num of Trees within 50 ft,m,
RioSWA2_20100812,14318,579.3638306,1.5,mesotrophic,100,30,60,,10,refuge,70,0,0,300,200,,Num of Trees within 50 ft,m,
RIRE_20080626,,,2,mesotrophic,30,0,30,,,suburb,96,20,55,20,30,,Num of Trees in 100 m radius,m,
RLSNKGCP_20090519,1778.900024,226,2,mesotrophic,100,100,0,0,0,,90,0,4,,,"semi, artificial",Num of Trees within 50 ft,,
RLSNKGCP_20090708,1142.300049,138,1,mesotrophic,50,100,0,0,0,recr/graze,70,0,2,30,15,"permanent, artificial, burm",Num of Trees within 50 ft,m,
RLSNKGCP_20110608,2150,186,2,mesotrophic,100,20,0,0,10,recr/graze,70,0,3,100,50,,Num of Trees within 50 ft,ft,
RLSNKGCP_20110802,,,2,mesotrophic,100,100,0,0,0,recr/graze,5,40,11,100,75,GPS not working,Num of Trees within 50 ft,ft,
RLSNKGCP_20120517,530.960022,105,1,eutrophic,50,100,0,0,0,recr/graze,20,0,6,30,30,,Num of Trees within 50 ft,m,
RLSNKGCP_20120724,289.3599854,65,1,eutrophic,0,0,0,0,0,recr/graze,3,0,1,15,15,,,,
RLSNKGCP_20130511,211.4329987,59,1,dystrophic,0,,,,,ag/graze,95,0,6,10,10,"very low water, Muddy, dystrophic, low invert diversity",Num of Trees within 50 ft,m,
RLSNKGCP_20130619,0,0,0,,0,0,0,0,0,recr/graze,,0,6,0,0,pond dry,Distance to Treeline (m),,Y
RLSNKGCP_20140520,0,0,0,Mesotrophic,0,,,,,Grazing;Recreat,0,0,0,,,,,,Y
RLSNKGCP_20150604,240.1000061,62,0.330000013,Mesotrophic,95,5,0,,95,Grazing,90,0,1,,,,,,N
RLSNKGCP_20150709,150,55,0.100000001,Eutrophic,0,,,,,Grazing;Recreat,100,0,2,,,,,,N
RLSNKGCP_20160616,1157.400024,170,1,Mesotrophic,50,100,0,,0,Grazing,100,0,3,,,,,,N
RLSNKGCP_20160720,966.5900269,148,2,Mesotrophic,50,0,0,,100,Grazing,6,0,2,,,,,,N
RLSNKGCP_20170622,1547,195,1.399999976,Mesotrophic,100,100,0,,0,Recreation,60,0,0,,,,,,N
RLSNKGCP_20170720,1469,183,1.75,Mesotrophic,100,100,0,,0,Grazing;Recreat,95,0,1,,,,,,N
RLSNKGCP_20180523,101.0999985,124,1,Mesotrophic,0,0,0,,0,,80,0,1,,,,,,NO
RLSNKGCP_20180630,473,83,0.5,Eutrophic,0,0,0,,0,,80,0,0,,,,,,NO
RLSNKGCP_20190618,1843,212,1.700000048,Mesotrophic,100,100,0,,0,,65,0,2,,,,,,FALS
RLSNKGCP_20190708,1354,168,1.25,Mesotrophic,95,100,0,,0,,30,0,8,,,,,,FALS
RonJrGCP_20090522,8038.5,453,1,meso + oligotro,100,100,0,0,0,graze,60,0,3,110,25,"temporary, artificial",Num of Trees within 50 ft,m,
RonJrGCP_20130509,6257,359,,Eutrophic,80,100,,,,recr/graze,60,0,1,20,9,PARTLY OUTFENCED,Num of Trees within 50 ft,,
RonJrGCP_20130619,1120.400024,146,0.100000001,eutrophic,50,100,,,,recr/graze,5,,2,20,9,,Num of Trees within 50 ft,,
RONJRGCP_20140510,0,0,0,,,,,,,,,,,,,,,,Y
RonJrGCP_20150511,3192.800049,254,0.330000013,Mesotrophic,95,100,0,,0,Grazing;Recreat,100,0,1,,,,,,N
RonJrGCP_20150709,0,0,0,Oligotrophic,0,,,,,Grazing,0,0,0,,,,,,Y
RonJrGCP_20160606,,,,,,,,,,,,,,,,,,,
RonJrGCP_20170525,8817,516,1,Mesotrophic,100,80,0,,20,Grazing;Recreat,30,0,2,,,,,,N
RonJrGCP_20170712,5911,428,0.5,Eutrophic,100,100,0,,0,Grazing;Recreat,40,0,1,,,,,,N
RonJrGCP_20180515,7306,493,0.75,Eutrophic,95,100,0,,0,,33,0,1,,,,,,NO
RonJrGCP_20180620,4108,357,0.5,Eutrophic,100,100,0,,0,,40,0,1,,,,,,NO
RONJRGCP_20190515,8145,458,0.800000012,Mesotrophic,90,100,0,,0,,35,0,7,,,,,,FALS
RONJRGCP_20190718,3786,306,0.5,Mesotrophic,100,100,0,,0,,20,0,3,,,,,,FALS
RoopCL_20090603,726.7000122,106,3,mesotrophic,60,100,0,0,0,recr,0,10,5,30,20,"permanent, orig.:artificial, burm; duckweed",Num of Trees within 50 ft,m,N
RoopCL_20090715,,106,2,eutrophic,0,0,0,0,0,graze,30,0,1,35,20,"permanent, PIET HAD DAIN DELETE THE AREA",Num of Trees within 50 ft,m,N
RSBOR_20100610,1782.199951,226,5,eutrophic,100,100,0,0,0,refuge,92,3,8,100,30,"thick vegetation, seines difficult and short",Num of Trees within 50 ft,m,
RSBOR_20100712,1814.599976,232,4,eutrophic,90,100,0,0,0,refuge,85,5,5,80,30,"open water: 12% juncus, 3% typha",Num of Trees within 50 ft,m,
RSBOR_20110621,1740.900024,218,2,mesotrophic,100,25,5,0,0,refuge,70,40,5,200,40,,Num of Trees within 50 ft,ft,
RSBOR_20110814,,,2,mesotrophic,100,100,0,0,0,refuge,75,5,4,150,30,GPS not working,Num of Trees within 50 ft,ft,
RSBOR_20150608,800.9000244,207,4.5,Mesotrophic,100,90,10,,0,Refuge,90,5,8,,,,,,N
RSBOR_20150814,997.9699707,224,2,Mesotrophic,95,95,5,,0,Refuge,95,1,5,,,,,,N
RSBOR_20160526,1678.300049,280,1.5,Mesotrophic,100,80,20,,0,Refuge,70,10,4,,,,,,N
RSBOR_20170601,1382,215,5.5,Mesotrophic,100,15,75,,10,Refuge,100,10,3,,,,,,N
RSBOR_20170626,1023,246,5,Mesotrophic,100,95,5,,0,Refuge,85,5,3,,,,,,N
Russell1_20100809,14281,547.1769409,2.5,mesotrophic,100,30,50,,20,recr,80,2,3,110,100,,Num of Trees within 50 ft,m,
Russell2_20100809,46335,965.6063843,2.5,oligotrophic,100,90,10,,0,recr,60,0,0,1890,140,,Num of Trees within 50 ft,m,
Russell3_20100809,96013,1561.063721,2.5,mesotrophic,100,90,5,,5,recr,60,0,0,210,150,,Num of Trees within 50 ft,m,
Russell4_20100809,8153.399902,370.1491089,1.5,oligotrophic,70,30,0,,70,recr,95,0,0,70,50,,Num of Trees within 50 ft,m,
RVCRLCRN_20100525,479.7999878,83,1,mesotrophic,25,0,0,0,25,recr/graze,40,40,10,20,10,,Num of Trees within 50 ft,m,
SAANKLE_20150714,818.7999878,91,2,Eutrophic,15,67,33,,0,Grazing,100,0,0,,,,,,N
SABLUE_20150714,,,2,Eutrophic,50,50,50,,0,Grazing;Refuge,100,5,5,,,,,,N
SACHUB_20150714,492.6000061,95,0.5,Eutrophic,0,,,,,Grazing,50,0,0,,,,,,N
SANICK_20150714,2206,188,2,Eutrophic,50,60,40,,0,Grazing,100,0,5,,,,,,N
SAPOX_20150714,525.7000122,85,2,Eutrophic,0,,,,,Grazing,99,0,1,,,,,,N
SATREE_20150714,3695.100098,229,,Mesotrophic,50,50,50,,0,Grazing,80,0,0,,,,,,N
SBOR_20100610,198.3000031,54,1,mesotrophic,50,100,0,0,0,refuge,98,0,9,25,15,,Num of Trees within 50 ft,m,
SBOR_20120529,0,0,0,,,,,,,,,,,,,"Piet and Dain turn this to dry 2019, based on area and perimeter",,,
SD_20150903,,,,,,,,,,,,,,,,,,,
SF26_20130516,1326.100586,135,2.5,Eutrophic,2,100,,,,graze,,,10,35,35,,Num of Trees within 50 ft,m,
SF26_20130722,1011.599976,136,0.330000013,,0,,,,,graze,5,0,5,20,10,,Num of Trees within 50 ft,,
SF26_20140609,,150,0.25,Eutrophic,10,100,0,,0,Grazing,100,0,20,,,,,,N
SF26_20140722,912,123,0.200000003,Eutrophic,0,,,,,Grazing,25,5,17,,,,,,N
SF26_20140806,,,,,,,,,,,,,,,,,,,
SF26_20150616,950.9000244,147,0.600000024,Eutrophic,0,,,,,Grazing,15,0,25,,,,,,N
SF26_20150811,0,0,0,Eutrophic,0,,,,,Grazing,0,0,0,,,,,,Y
SF26_20160810,921,153,0.050000001,Mesotrophic,100,,,,,Grazing,5,0,20,,,,,,
SF26_20170724,1222,153,0.75,Mesotrophic,100,5,90,,5,Grazing,40,5,2,,,,,,N
SF27_20130516,280.9899902,57,,mesotrophic,15,100,,,,graze,100,,45,30,30,,Num of Trees within 50 ft,m,
SF27_20130722,344.6000061,63,1.700000048,mesotrophic,20,,,,100,graze,70,3,50,12,10,,Num of Trees within 50 ft,,
SF27_20140609,,59,0.75,Mesotrophic,0,,,,,Grazing,100,33,21,,,,,,N
SF27_20140722,94,82,0.400000006,Eutrophic,0,,,,,Grazing,100,5,20,,,,,,N
SF27_20150616,344.8999939,80,1.25,Mesotrophic,20,100,0,,0,Grazing,100,33,30,,,,,,N
SF27_20150811,212.5800018,67.19999695,1.5,Mesotrophic,20,80,0,,20,Grazing,70,20,50,,,,,,N
SF27_20160810,73.44999695,46,1,Mesotrophic,10,,,,,Grazing,90,25,15,,,,,,
SF27_20170724,63.13999939,50,0.5,Mesotrophic,0,,,,,Grazing,5,15,15,,,,,,N
SF34_20130516,358,76,,Eutrophic,0,,,,,graze,,,11,45,10,,Num of Trees within 50 ft,ft,
SF34_20130722,,,,,,,,,,graze,,,,,,,,,
SF34_20140609,0,0,0,Oligotrophic,0,,,,,Grazing,0,0,0,,,,,,Y
SF34_20150615,248.1000061,76,0.330000013,Eutrophic,0,,,,,Grazing,100,0,12,,,,,,N
SF34_20150811,0,0,0,Eutrophic,0,,,,,Grazing,0,0,2,,,,,,Y
SF34_20160706,643.9699707,140,0.5,Mesotrophic,50,100,0,,0,Grazing,98,0,35,,,,,,N
SF34_20170725,564,110,0.75,Mesotrophic,10,100,0,,0,Grazing,100,0,2,,,,,,N
SF37_20130517,1775.900024,215,,Mesotrophic,60,100,,,,graze,50,5,21,22,55,,Num of Trees within 50 ft,m,
SF37_20130723,651.7999878,111,1.5,mesotrophic,1,100,,,,graze,70,20,20,,20,HALF OF POND DRY SINCE ROUND 1/GRAZED,Num of Trees within 50 ft,,N
SF37_20140612,,93,1.25,Mesotrophic,0,,,,,Grazing,70,10,3,,,,,,N
SF37_20140723,306.7999878,67,0.75,Mesotrophic,0,,,,,Grazing,70,60,5,,,,,,N
SF37_20150617,1925.5,218,2,Mesotrophic,60,100,0,,0,Grazing,60,15,8,,,,,,N
SF37_20150810,642.0700073,128,0.5,Eutrophic,0,,,,,Grazing,100,20,3,,,,,,N
SF37_20160707,1674.800049,247,2,Mesotrophic,75,100,0,,0,Grazing,80,0,4,,,,,,N
SF37_20170726,1202.199951,214,2,Mesotrophic,30,100,0,,0,Grazing,40,5,2,,,,,,N
SF40_20130517,121.0999985,52,0.5,Dystrophic,0,,,,,graze,95,30,10,15,15,"DYSTROPHIC, CONSIDERABLE TREE COVER.",Num of Trees within 50 ft,m,
SF40_20130722,,,,,,,,,,graze,,,20,12,6,,Num of Trees within 50 ft,,
SF40_20140612,0,0,0,Mesotrophic,0,,,,,Grazing,0,0,6,,,,,,Y
SF40_20150617,143.8000031,79,0.5,Mesotrophic,5,100,0,,0,Grazing,95,20,6,,,,,,N
SF40_20150810,0,0,0,Eutrophic,0,,,,,Grazing,0,0,8,,,,,,Y
SF40_20160707,104.8799973,60,0.5,Mesotrophic,0,,,,,Grazing,100,10,9,,,,,,N
SF40_20170725,182.2799988,77,0.699999988,Mesotrophic,0,,,,,Grazing,,10,6,,,,,,N
SF41_20130517,318.769989,64,0.5,mesotrophic,0,,,,,graze,10,0,31,12,9,"8 percent floating veg, 10 percent emeg veg (grass and weeds)",Num of Trees within 50 ft,,
SF41_20130723,,,,,,,,,,graze,,,,,,,,,
SF41_20140612,,50,0.400000006,Mesotrophic,33,100,0,,0,Grazing,66,10,10,,,,,,N
SF41_20140804,0,0,0,Mesotrophic,0,,,,,Grazing,0,0,20,,,,,,Y
SF41_20150618,154.3000031,48,0.300000012,Eutrophic,5,10,0,,90,Grazing,20,5,15,,,,,,N
SF41_20150810,0,0,0,Eutrophic,0,,,,,Grazing,0,0,7,,,,,,Y
SF41_20160707,166.8300018,67,0.5,Eutrophic,0,,,,,Grazing,100,5,4,,,,,,N
SF41_20170725,209.6000061,66,1.25,Mesotrophic,40,100,0,,0,Grazing,100,30,7,,,,,,N
SF42_20130517,110.4983978,45,0.75,Dystrophic,35,100,,,,graze,60,1,38,10,10,,Num of Trees within 50 ft,m,
SF42_20130723,0,0,0,,,,,,,rec/graze,,,50,12,5,POND IS DRY,Num of Trees within 50 ft,,Y
SF42_20140612,,41,0.200000003,Mesotrophic,50,100,0,,0,Grazing,5,0,8,,,,,,N
SF42_20140804,0,0,0,Mesotrophic,0,,,,,Grazing,0,0,12,,,,,,Y
SF42_20150617,226.1999969,59,0.300000012,Mesotrophic,90,100,0,,0,Grazing,95,5,45,,,,,,N
SF42_20150810,0,0,0,Eutrophic,0,,,,,Grazing,0,0,18,,,,,,Y
SF51_20140806,,,,,,,,,,,,,,,,,,,
SF51_20150618,3330.300049,300,5,Mesotrophic,0,,,,,Grazing;Refuge,100,5,20,,,,,,N
SF51_20150810,2957.199951,384,3,Mesotrophic,10,100,0,,0,Grazing,100,5,19,,,,,,N
SFDAM_20130516,11142,418,2.5,Eutrophic,15,,100,,,graze,96,0,8,60,60,LARGE DAM CONTROLLED BY COUNTY,Num of Trees within 50 ft,m,
SFDAM_20130724,9833.299805,419,4.199999809,eutrophic,20,,100,,,graze,75,0,3,50,75,,Num of Trees within 50 ft,ft,
SFDAM_20140723,9204.5,407,3.200000048,Eutrophic,10,0,100,,0,Grazing,95,0,10,,,,,,N
SFDAM_20140806,,,,,,,,,,,,,,,,,,,
SFDAM_20150615,8872.099609,375,2.25,Eutrophic,20,0,90,,10,Grazing,40,0,10,,,,,,N
SFDAM_20150812,8195,416,1.5,Mesotrophic,10,0,100,,0,Grazing,65,0,8,,,,,,N
SFDAM_20150820,,,,,,,,,,,,,,,,,,,
shoe_20100819,1766.5,177.0278473,2.5,mesotrophic,100,0,80,,20,suburb,90,7,12,50,40,,Num of Trees within 50 ft,m,
ShptlGCP_20090519,585.5,98,2,eutrophic,0,0,0,0,0,recr/graze,,,15,30,20,"permanent, artificial",Num of Trees within 50 ft,m,
ShptlGCP_20140510,0,0,0,,,,,,,,,,,,,,,,Y
ShptlGCP_20150629,31.20000076,26,0.200000003,Mesotrophic,0,,,,,Grazing;Recreat,100,0,5,,,,,,N
ShptlGCP_20150723,0,0,0,Mesotrophic,0,,,,,Grazing;Recreat,0,0,5,,,,,,Y
ShptlGCP_20160813,112.5599976,46,0.5,Mesotrophic,0,,,,,Grazing;Recreat,100,10,1,,,,,,N
ShptlGCP_20170720,387,84,1.399999976,Mesotrophic,0,,,,,Grazing;Recreat,100,10,2,,,,,,N
ShptlGCP_20180530,356,82,1.25,Mesotrophic,2,0,0,,100,,100,25,5,,,,,,NO
ShptlGCP_20180630,248,74,1,Mesotrophic,0,0,0,,0,,100,5,4,,,,,,NO
SHPTLGCP_20190618,478,80,1.399999976,Mesotrophic,0,0,0,,0,,100,1,5,,,,,,FALS
SHPTLGCP_20190708,446,69,1.200000048,Mesotrophic,0,0,0,,0,,100,40,4,,,,,,FALS
SLA01_20160817,2151.699951,253,0.25,Mesotrophic,100,100,0,,0,Refuge;Recreati,10,1,,,,,,,N
SLA03_20160817,,,,Mesotrophic,0,,,,,Refuge;Recreati,100,0,,,,,,,N
SLA04_20160817,,,0.25,Mesotrophic,100,100,0,,0,Grazing;Refuge;,,0,,,,,,,N
SLA07_20160817,,,,Mesotrophic,100,0,0,,100,Refuge;Recreati,0,0,,,,,,,Y
